category,name,count,desc
category,Game,0,
category,Drawing,0,
category,Reading,0,
category,DVD,0,
category,Handcraft,0,
gender,Girl,0,
gender,Boy,0,
duration,10,0,
duration,30,0,
duration,45,0,
duration,60,0,
duration,90,0,
duration,120,0,
goal,Observation,0,
goal,Social,0,
goal,Communication,0,
goal,Learning,0,
goal,English,0,
goal,Mandarin,0,
goal,Imagination,0,
